1.050	-0.369
0.995	-0.412
0.936	-0.454
0.873	-0.495
0.805	-0.535
0.733	-0.572
0.655	-0.607
0.572	-0.637
0.483	-0.662
0.389	-0.681
0.288	-0.691
0.184	-0.691
0.075	-0.678
-0.036	-0.649
-0.145	-0.604
-0.249	-0.539
-0.344	-0.453
-0.423	-0.348
-0.479	-0.226
-0.507	-0.092
-0.503	0.047
-0.466	0.181
-0.396	0.302
-0.300	0.401
-0.184	0.473
-0.057	0.515
0.073	0.527
0.200	0.512
0.318	0.473
0.423	0.414
0.515	0.340
0.591	0.255
0.651	0.162
0.698	0.064
0.730	-0.036
0.750	-0.137
0.758	-0.237
0.757	-0.335
0.746	-0.429
0.728	-0.521
0.702	-0.608
0.671	-0.691
0.634	-0.770
0.593	-0.845
0.548	-0.915
0.500	-0.981
0.449	-1.043
0.396	-1.101
0.341	-1.155
0.284	-1.205
0.227	-1.251
0.169	-1.294
0.110	-1.334
0.051	-1.370
-0.009	-1.403
-0.068	-1.434
-0.128	-1.462
-0.187	-1.487
-0.245	-1.509
-0.303	-1.530
-0.361	-1.548
-0.417	-1.564
-0.473	-1.578
-0.529	-1.591
-0.583	-1.602
-0.636	-1.611
-0.689	-1.619
-0.740	-1.625
-0.790	-1.630
-0.840	-1.634
-0.888	-1.636
-0.935	-1.638
-0.981	-1.638
-1.026	-1.638
-1.070	-1.637
-1.112	-1.635
-1.154	-1.632
-1.194	-1.629
-1.233	-1.625
-1.271	-1.621
-1.308	-1.616
-1.344	-1.610
-1.378	-1.604
-1.412	-1.598
-1.444	-1.591
-1.475	-1.585
-1.505	-1.577
-1.533	-1.570
-1.561	-1.562
-1.587	-1.555
-1.612	-1.547
-1.636	-1.538
-1.659	-1.530
-1.681	-1.522
-1.702	-1.514
-1.721	-1.506
-1.740	-1.497
-1.757	-1.489
-1.773	-1.481
-1.788	-1.472
-1.802	-1.464
-1.815	-1.456
-1.827	-1.448
-1.838	-1.441
-1.848	-1.433
-1.856	-1.426
-1.864	-1.418
-1.870	-1.411
-1.875	-1.404
-1.880	-1.397
-1.883	-1.390
-1.885	-1.384
-1.886	-1.378
-1.886	-1.371
-1.885	-1.366
-1.883	-1.360
-1.879	-1.354
-1.875	-1.349
-1.870	-1.344
-1.863	-1.339
-1.856	-1.334
-1.847	-1.330
-1.837	-1.326
-1.826	-1.322
-1.815	-1.318
-1.802	-1.314
-1.788	-1.311
-1.773	-1.308
-1.757	-1.305
-1.740	-1.302
-1.721	-1.299
-1.702	-1.297
-1.681	-1.295
-1.660	-1.292
-1.637	-1.290
-1.613	-1.288
-1.588	-1.286
-1.562	-1.285
-1.535	-1.283
-1.507	-1.281
-1.477	-1.279
-1.447	-1.278
-1.415	-1.276
-1.382	-1.274
-1.348	-1.272
-1.313	-1.270
-1.277	-1.268
-1.239	-1.266
-1.200	-1.264
-1.160	-1.261
-1.119	-1.258
-1.077	-1.254
-1.033	-1.250
-0.988	-1.246
-0.942	-1.241
-0.895	-1.235
-0.846	-1.229
-0.796	-1.221
-0.745	-1.213
-0.692	-1.204
-0.639	-1.194
-0.584	-1.183
-0.528	-1.170
-0.471	-1.156
-0.413	-1.140
-0.353	-1.123
-0.293	-1.103
-0.232	-1.082
-0.171	-1.058
-0.108	-1.031
-0.045	-1.002
0.018	-0.969
0.081	-0.933
0.143	-0.894
0.205	-0.850
0.266	-0.802
0.325	-0.750
0.381	-0.692
0.434	-0.630
0.483	-0.563
0.527	-0.492
0.566	-0.416
0.598	-0.336
0.622	-0.253
0.638	-0.168
0.646	-0.082
0.645	0.005
0.634	0.090
0.615	0.173
0.588	0.253
0.554	0.328
0.513	0.399
0.465	0.464
0.413	0.522
0.357	0.575
0.297	0.622
0.235	0.663
0.171	0.697
0.106	0.726
0.041	0.749
-0.025	0.767
-0.091	0.780
-0.157	0.789
-0.222	0.792
-0.286	0.792
-0.348	0.788
-0.410	0.780
-0.471	0.768
-0.530	0.754
-0.587	0.735
-0.643	0.714
-0.698	0.690
-0.750	0.664
-0.801	0.635
-0.850	0.603
-0.897	0.569
-0.942	0.533
-0.985	0.494
-1.026	0.454
-1.065	0.411
-1.102	0.367
-1.137	0.321
-1.169	0.274
-1.199	0.225
-1.227	0.175
-1.253	0.123
-1.277	0.070
-1.298	0.016
-1.317	-0.039
-1.333	-0.095
-1.347	-0.152
-1.359	-0.209
-1.368	-0.267
-1.375	-0.326
-1.380	-0.385
-1.382	-0.444
-1.382	-0.504
-1.380	-0.564
-1.375	-0.623
-1.368	-0.683
-1.358	-0.743
-1.347	-0.802
-1.333	-0.861
-1.317	-0.919
-1.299	-0.977
-1.279	-1.035
-1.257	-1.092
-1.233	-1.148
-1.207	-1.203
-1.179	-1.258
-1.150	-1.311
-1.118	-1.364
-1.085	-1.415
-1.051	-1.466
-1.015	-1.515
-0.977	-1.563
-0.938	-1.610
-0.898	-1.656
-0.857	-1.701
-0.815	-1.744
-0.771	-1.786
-0.726	-1.826
-0.681	-1.865
-0.635	-1.903
-0.588	-1.939
-0.540	-1.974
-0.491	-2.008
-0.442	-2.040
-0.393	-2.071
-0.343	-2.100
-0.292	-2.129
-0.241	-2.155
-0.190	-2.181
-0.139	-2.205
-0.088	-2.227
-0.037	-2.249
0.015	-2.269
0.066	-2.288
0.118	-2.306
0.169	-2.322
0.220	-2.337
0.271	-2.352
0.322	-2.365
0.372	-2.377
0.422	-2.387
0.472	-2.397
0.521	-2.406
0.570	-2.414
0.618	-2.420
0.666	-2.426
0.714	-2.431
0.760	-2.435
0.807	-2.438
0.852	-2.440
0.897	-2.442
0.942	-2.443
0.985	-2.443
1.028	-2.442
1.071	-2.441
1.112	-2.439
1.153	-2.436
1.193	-2.432
1.233	-2.429
1.271	-2.424
1.309	-2.419
1.346	-2.413
1.382	-2.407
1.417	-2.401
1.452	-2.394
1.486	-2.386
1.518	-2.378
1.550	-2.370
1.581	-2.362
1.611	-2.353
1.640	-2.343
1.669	-2.334
1.696	-2.324
1.722	-2.314
1.748	-2.303
1.772	-2.292
1.796	-2.281
1.818	-2.270
1.840	-2.258
1.861	-2.247
1.880	-2.235
1.899	-2.223
1.917	-2.211
1.934	-2.199
1.950	-2.186
1.965	-2.174
1.979	-2.161
1.992	-2.149
2.004	-2.136
2.015	-2.123
2.025	-2.110
2.034	-2.097
2.042	-2.084
2.049	-2.071
2.055	-2.058
2.060	-2.045
2.064	-2.032
2.067	-2.019
2.069	-2.006
2.070	-1.993
2.071	-1.980
2.070	-1.967
2.068	-1.955
2.065	-1.942
2.061	-1.929
2.056	-1.916
2.050	-1.903
2.043	-1.891
2.035	-1.878
2.026	-1.865
2.016	-1.853
2.005	-1.840
1.993	-1.828
1.980	-1.815
1.966	-1.803
1.951	-1.790
1.935	-1.778
1.918	-1.766
1.899	-1.753
1.880	-1.741
1.860	-1.729
1.838	-1.717
1.816	-1.704
1.792	-1.692
1.768	-1.680
1.742	-1.668
1.716	-1.655
1.688	-1.643
1.659	-1.631
1.629	-1.618
1.598	-1.606
1.566	-1.593
1.533	-1.580
1.499	-1.567
1.464	-1.554
1.427	-1.541
1.390	-1.528
1.351	-1.514
1.312	-1.501
1.271	-1.486
1.229	-1.472
1.186	-1.457
1.142	-1.442
1.097	-1.427
1.050	-1.410
1.003	-1.394
0.954	-1.377
0.904	-1.359
0.853	-1.340
0.800	-1.320
0.747	-1.300
0.692	-1.278
0.636	-1.256
0.579	-1.232
0.521	-1.206
0.461	-1.179
0.401	-1.150
0.339	-1.119
0.276	-1.086
0.212	-1.050
0.147	-1.010
0.081	-0.967
0.015	-0.920
-0.051	-0.869
-0.117	-0.811
-0.183	-0.748
-0.246	-0.676
-0.306	-0.597
-0.361	-0.507
-0.408	-0.406
-0.442	-0.293
-0.457	-0.169
-0.447	-0.036
-0.402	0.099
-0.314	0.222
-0.185	0.313
-0.025	0.350
0.139	0.318
0.274	0.224
0.359	0.087
0.388	-0.065
0.367	-0.211
0.311	-0.338
0.231	-0.442
0.139	-0.523
0.040	-0.585
-0.061	-0.630
-0.160	-0.662
-0.258	-0.683
-0.352	-0.695
-0.442	-0.701
-0.529	-0.702
-0.612	-0.698
-0.691	-0.691
-0.768	-0.682
-0.841	-0.671
-0.912	-0.659
-0.980	-0.645
-1.045	-0.631
-1.108	-0.616
-1.169	-0.601
-1.228	-0.586
-1.285	-0.570
-1.340	-0.556
-1.394	-0.541
-1.446	-0.526
-1.497	-0.513
-1.546	-0.499
-1.594	-0.486
-1.641	-0.474
-1.687	-0.462
-1.731	-0.451
-1.774	-0.440
-1.816	-0.430
-1.857	-0.421
-1.897	-0.413
-1.937	-0.406
-1.975	-0.399
-2.012	-0.393
-2.048	-0.388
-2.084	-0.383
-2.118	-0.379
-2.152	-0.377
-2.184	-0.375
-2.216	-0.373
-2.247	-0.373
-2.277	-0.374
-2.306	-0.375
-2.334	-0.377
-2.362	-0.380
-2.388	-0.384
-2.414	-0.388
-2.438	-0.394
-2.462	-0.400
-2.485	-0.407
-2.507	-0.415
-2.529	-0.424
-2.549	-0.434
-2.569	-0.444
-2.587	-0.456
-2.605	-0.468
-2.622	-0.481
-2.637	-0.494
-2.652	-0.509
-2.666	-0.524
-2.679	-0.541
-2.692	-0.557
-2.703	-0.575
-2.713	-0.594
-2.722	-0.613
-2.730	-0.633
-2.738	-0.654
-2.744	-0.675
-2.749	-0.698
-2.753	-0.721
-2.757	-0.744
-2.759	-0.769
-2.760	-0.794
-2.760	-0.819
-2.758	-0.846
-2.756	-0.873
-2.752	-0.900
-2.748	-0.928
-2.742	-0.957
-2.735	-0.987
-2.727	-1.017
-2.718	-1.047
-2.707	-1.078
-2.695	-1.109
-2.682	-1.141
-2.668	-1.174
-2.652	-1.207
-2.635	-1.240
-2.617	-1.273
-2.597	-1.307
-2.576	-1.341
-2.554	-1.376
-2.530	-1.410
-2.505	-1.445
-2.478	-1.480
-2.450	-1.515
-2.420	-1.550
-2.389	-1.585
-2.356	-1.620
-2.322	-1.655
-2.286	-1.690
-2.249	-1.725
-2.210	-1.759
-2.170	-1.794
-2.128	-1.828
-2.084	-1.861
-2.039	-1.894
-1.992	-1.927
-1.944	-1.959
-1.894	-1.991
-1.843	-2.022
-1.790	-2.052
-1.735	-2.081
-1.679	-2.109
-1.621	-2.137
-1.562	-2.163
-1.501	-2.188
-1.439	-2.213
-1.376	-2.236
-1.311	-2.257
-1.244	-2.278
-1.176	-2.296
-1.107	-2.314
-1.037	-2.330
-0.966	-2.344
-0.893	-2.356
-0.820	-2.366
-0.745	-2.375
-0.670	-2.381
-0.593	-2.385
-0.516	-2.388
-0.438	-2.388
-0.360	-2.386
-0.281	-2.382
-0.202	-2.375
-0.122	-2.367
-0.042	-2.356
0.037	-2.342
0.117	-2.326
0.196	-2.308
0.276	-2.287
0.354	-2.264
0.433	-2.238
0.510	-2.209
0.587	-2.179
0.662	-2.145
0.737	-2.109
0.811	-2.071
0.883	-2.030
0.954	-1.987
1.023	-1.942
1.090	-1.895
1.156	-1.845
1.220	-1.794
1.282	-1.740
1.341	-1.685
1.399	-1.628
1.454	-1.569
1.507	-1.509
1.558	-1.448
1.606	-1.385
1.652	-1.321
1.695	-1.256
1.736	-1.190
1.774	-1.124
1.809	-1.056
1.842	-0.988
1.872	-0.920
1.900	-0.852
1.925	-0.783
1.947	-0.714
1.967	-0.645
1.984	-0.576
1.999	-0.508
2.011	-0.440
2.021	-0.372
2.028	-0.305
2.033	-0.239
2.035	-0.173
2.035	-0.108
2.033	-0.044
2.029	0.020
2.023	0.082
2.015	0.143
2.004	0.203
1.992	0.262
1.978	0.319
1.962	0.376
1.945	0.431
1.925	0.484
1.904	0.537
1.882	0.588
1.858	0.637
1.832	0.685
1.805	0.731
1.777	0.776
1.747	0.820
1.716	0.861
1.684	0.901
1.650	0.940
1.615	0.976
1.579	1.012
1.542	1.045
1.504	1.077
1.465	1.107
1.425	1.135
1.384	1.162
1.342	1.187
1.299	1.210
1.255	1.231
1.211	1.251
1.166	1.268
1.120	1.284
1.073	1.299
1.025	1.311
0.977	1.321
0.928	1.330
0.879	1.337
0.828	1.342
0.778	1.345
0.727	1.346
0.675	1.345
0.623	1.342
0.570	1.337
0.517	1.331
0.463	1.322
0.409	1.311
0.354	1.297
0.299	1.282
0.244	1.264
0.188	1.243
0.132	1.220
0.076	1.195
0.020	1.166
-0.036	1.135
-0.092	1.100
-0.149	1.063
-0.205	1.021
-0.260	0.977
-0.315	0.928
-0.368	0.875
-0.420	0.818
-0.471	0.756
-0.519	0.689
-0.564	0.616
-0.604	0.539
-0.640	0.455
-0.670	0.367
-0.692	0.273
-0.706	0.175
-0.710	0.074
-0.703	-0.029
-0.685	-0.133
-0.654	-0.235
-0.612	-0.333
-0.558	-0.427
-0.494	-0.513
-0.422	-0.592
-0.342	-0.661
-0.258	-0.721
-0.170	-0.772
-0.079	-0.815
0.012	-0.849
0.103	-0.876
0.193	-0.896
0.282	-0.910
0.370	-0.920
0.455	-0.925
0.538	-0.926
0.618	-0.925
0.697	-0.920
0.773	-0.914
0.847	-0.906
0.918	-0.896
0.988	-0.886
1.055	-0.874
1.121	-0.862
1.185	-0.849
1.247	-0.836
1.307	-0.822
1.366	-0.809
1.423	-0.795
1.478	-0.782
1.533	-0.769
1.585	-0.756
1.637	-0.744
1.687	-0.731
1.736	-0.720
